Employee ID,MonthlyIncome,TotalWorkingYears,Work Life Balance Rating,WorkLifeBalance,YearsSinceLastPromotion,Attrition,Department,EmployeeCount,Gender,HourlyRate,JobRole,Attrition Count
359,3904,14,Excellent,4,3,Yes,Hardware,1,Female,82,Manufacturing Director,1
360,46970,34,Good,3,10,Yes,Research & Development,1,Female,193,Laboratory Technician,1
361,31572,36,Moderate,2,14,No,Sales,1,Male,30,Research Scientist,0
362,43980,10,Poor,1,2,No,Research & Development,1,Female,130,Sales Representative,0
363,42285,2,Good,3,1,No,Research & Development,1,Female,86,Manager,0
364,29998,29,Good,3,5,No,Sales,1,Male,137,Human Resources,0
365,8826,11,Excellent,4,1,Yes,Human Resources,1,Male,159,Manufacturing Director,1
366,3369,14,Excellent,4,4,Yes,Software,1,Female,111,Healthcare Representative,1
367,1292,25,Moderate,2,25,Yes,Support,1,Male,193,Manager,1
368,41852,30,Moderate,2,5,No,Software,1,Male,148,Human Resources,0
369,20473,37,Poor,1,19,Yes,Software,1,Male,72,Developer,1
370,5029,20,Good,3,18,No,Sales,1,Male,187,Laboratory Technician,0
371,31421,34,Good,3,19,No,Human Resources,1,Female,111,Healthcare Representative,0
372,28330,39,Poor,1,12,No,Software,1,Female,72,Manager,0
373,8150,29,Moderate,2,6,No,Research & Development,1,Male,74,Sales Representative,0
374,38337,9,Excellent,4,1,No,Software,1,Female,58,Sales Executive,0
375,12908,21,Good,3,1,Yes,Sales,1,Female,175,Healthcare Representative,1
376,31568,38,Excellent,4,15,Yes,Software,1,Male,193,Human Resources,1
377,45960,12,Excellent,4,7,Yes,Support,1,Male,35,Research Scientist,1
378,21429,38,Poor,1,3,No,Sales,1,Female,46,Research Scientist,0
379,14314,3,Excellent,4,1,Yes,Sales,1,Male,168,Sales Representative,1
380,20508,29,Poor,1,11,No,Human Resources,1,Female,31,Laboratory Technician,0
381,30326,18,Poor,1,1,No,Research & Development,1,Male,183,Laboratory Technician,0
382,37920,5,Moderate,2,4,No,Research & Development,1,Female,87,Research Director,0
383,13630,22,Poor,1,15,Yes,Support,1,Male,48,Laboratory Technician,1
384,33868,16,Moderate,2,8,Yes,Software,1,Male,97,Sales Executive,1
385,32325,24,Excellent,4,9,Yes,Support,1,Female,70,Research Scientist,1
386,36123,32,Poor,1,14,Yes,Human Resources,1,Female,142,Sales Representative,1
387,31858,31,Excellent,4,2,Yes,Research & Development,1,Female,45,Healthcare Representative,1
388,35609,20,Excellent,4,1,No,Sales,1,Female,90,Sales Representative,0
389,12537,24,Excellent,4,17,No,Research & Development,1,Male,137,Sales Executive,0
390,40766,13,Poor,1,1,No,Sales,1,Male,119,Manager,0
391,29116,28,Good,3,2,No,Human Resources,1,Male,112,Sales Executive,0
392,32906,1,Poor,1,1,No,Hardware,1,Female,49,Manufacturing Director,0
393,48389,33,Poor,1,25,No,Hardware,1,Female,76,Manager,0
394,27213,14,Good,3,11,Yes,Support,1,Female,200,Developer,1
395,13227,8,Good,3,8,Yes,Human Resources,1,Male,107,Laboratory Technician,1
396,6615,15,Moderate,2,10,No,Hardware,1,Male,185,Sales Executive,0
397,23997,17,Excellent,4,2,Yes,Research & Development,1,Female,145,Laboratory Technician,1
398,8179,3,Good,3,2,Yes,Sales,1,Male,171,Developer,1
399,10809,38,Moderate,2,26,No,Software,1,Female,180,Human Resources,0
400,4243,38,Moderate,2,10,No,Research & Development,1,Female,59,Research Director,0
401,32509,34,Good,3,27,No,Research & Development,1,Male,125,Manager,0
402,32955,28,Moderate,2,19,Yes,Sales,1,Male,171,Research Scientist,1
403,50877,21,Good,3,7,No,Support,1,Female,189,Developer,0
404,45417,21,Poor,1,2,No,Sales,1,Female,35,Manager,0
405,40951,31,Moderate,2,13,Yes,Human Resources,1,Male,35,Sales Representative,1
406,49119,7,Good,3,3,No,Support,1,Male,107,Manufacturing Director,0
407,10929,35,Moderate,2,3,No,Human Resources,1,Female,173,Research Director,0
408,39849,9,Good,3,3,Yes,Software,1,Female,41,Sales Executive,1
409,17569,38,Moderate,2,1,No,Support,1,Male,33,Manager,0
410,26762,5,Good,3,5,No,Sales,1,Male,148,Research Scientist,0
411,25545,1,Excellent,4,1,No,Research & Development,1,Male,192,Healthcare Representative,0
412,17810,26,Good,3,11,Yes,Human Resources,1,Female,75,Sales Executive,1
413,21675,27,Poor,1,4,Yes,Research & Development,1,Female,191,Sales Executive,1
414,45202,9,Excellent,4,1,No,Software,1,Female,57,Manufacturing Director,0
415,7479,39,Poor,1,14,No,Research & Development,1,Female,36,Human Resources,0
416,23096,7,Good,3,1,No,Human Resources,1,Male,75,Laboratory Technician,0
417,5988,10,Poor,1,4,No,Support,1,Female,136,Research Scientist,0
418,42204,23,Poor,1,1,No,Software,1,Female,109,Developer,0
419,31251,34,Excellent,4,1,Yes,Research & Development,1,Male,170,Human Resources,1
420,18497,24,Poor,1,14,Yes,Research & Development,1,Female,175,Laboratory Technician,1
421,31477,32,Moderate,2,4,Yes,Software,1,Female,106,Research Scientist,1
422,25700,17,Good,3,1,No,Software,1,Female,167,Sales Representative,0
423,29243,13,Moderate,2,6,No,Human Resources,1,Female,166,Human Resources,0
424,3766,39,Poor,1,24,No,Software,1,Male,145,Manufacturing Director,0
425,44712,13,Good,3,5,Yes,Hardware,1,Male,170,Manufacturing Director,1
426,48007,9,Good,3,6,No,Support,1,Male,174,Research Scientist,0
427,50294,15,Excellent,4,9,No,Software,1,Female,73,Manager,0
428,46086,29,Poor,1,21,No,Human Resources,1,Male,73,Healthcare Representative,0
429,17696,39,Moderate,2,17,Yes,Sales,1,Female,169,Human Resources,1
430,42543,32,Excellent,4,1,No,Sales,1,Male,167,Manufacturing Director,0
431,30788,1,Excellent,4,1,No,Software,1,Female,130,Human Resources,0
432,23044,4,Poor,1,2,No,Sales,1,Male,59,Laboratory Technician,0
433,50221,25,Poor,1,23,No,Sales,1,Male,47,Sales Representative,0
434,23051,37,Good,3,4,No,Software,1,Male,175,Manager,0
435,28254,29,Excellent,4,20,Yes,Support,1,Female,173,Sales Executive,1
436,28092,23,Moderate,2,11,Yes,Software,1,Male,135,Human Resources,1
437,34702,25,Poor,1,6,Yes,Hardware,1,Male,48,Research Scientist,1
438,45314,38,Moderate,2,10,Yes,Software,1,Male,144,Laboratory Technician,1
439,17458,26,Good,3,5,Yes,Software,1,Female,115,Manager,1
440,38523,35,Moderate,2,2,Yes,Human Resources,1,Female,41,Developer,1
441,33527,38,Good,3,2,No,Sales,1,Female,108,Sales Representative,0
442,31376,32,Poor,1,4,Yes,Research & Development,1,Female,88,Manager,1
443,48995,14,Poor,1,6,No,Human Resources,1,Female,126,Laboratory Technician,0
444,45935,5,Good,3,1,Yes,Sales,1,Male,82,Manufacturing Director,1
445,18896,14,Excellent,4,1,No,Human Resources,1,Male,138,Research Scientist,0
446,6256,12,Moderate,2,4,Yes,Sales,1,Female,110,Sales Representative,1
447,20384,32,Moderate,2,13,No,Software,1,Male,165,Human Resources,0
448,49203,40,Excellent,4,8,Yes,Hardware,1,Female,139,Manager,1
449,25170,2,Poor,1,1,No,Support,1,Male,185,Healthcare Representative,0
450,47175,24,Excellent,4,1,Yes,Research & Development,1,Male,116,Sales Representative,1
451,9660,17,Good,3,8,No,Sales,1,Male,81,Human Resources,0
452,9943,21,Good,3,1,Yes,Human Resources,1,Male,96,Research Director,1
453,13711,15,Good,3,6,No,Research & Development,1,Male,114,Human Resources,0
454,45266,34,Good,3,6,Yes,Support,1,Female,94,Human Resources,1
455,21472,24,Moderate,2,7,Yes,Software,1,Female,87,Manufacturing Director,1
456,20488,36,Good,3,4,Yes,Hardware,1,Female,134,Developer,1
457,50226,40,Poor,1,6,No,Support,1,Male,197,Laboratory Technician,0
458,29799,12,Poor,1,2,Yes,Sales,1,Female,89,Laboratory Technician,1
459,45674,14,Excellent,4,1,No,Hardware,1,Male,85,Laboratory Technician,0
460,34349,20,Moderate,2,1,Yes,Sales,1,Male,49,Healthcare Representative,1
461,44611,3,Excellent,4,1,No,Hardware,1,Male,33,Healthcare Representative,0
462,4897,19,Poor,1,2,No,Sales,1,Female,51,Laboratory Technician,0
463,28415,8,Moderate,2,1,Yes,Sales,1,Male,58,Developer,1
464,9190,16,Poor,1,9,Yes,Software,1,Male,143,Manufacturing Director,1
465,3297,33,Poor,1,6,Yes,Sales,1,Female,67,Developer,1
466,48755,25,Good,3,4,No,Sales,1,Male,66,Healthcare Representative,0
467,5742,15,Good,3,8,Yes,Software,1,Female,164,Research Director,1
468,12293,33,Excellent,4,5,No,Support,1,Male,110,Research Director,0
469,44090,17,Good,3,9,No,Human Resources,1,Male,86,Manufacturing Director,0
470,25360,21,Excellent,4,12,No,Software,1,Female,120,Healthcare Representative,0
471,49684,10,Good,3,1,Yes,Human Resources,1,Female,190,Research Scientist,1
472,38527,6,Poor,1,2,No,Hardware,1,Male,188,Manager,0
473,23519,37,Poor,1,3,Yes,Software,1,Male,146,Manufacturing Director,1
474,8706,17,Good,3,1,Yes,Software,1,Female,75,Manufacturing Director,1
475,26852,38,Excellent,4,33,No,Software,1,Female,71,Developer,0
476,40820,35,Good,3,3,Yes,Human Resources,1,Male,134,Healthcare Representative,1
477,26676,24,Poor,1,1,Yes,Hardware,1,Female,169,Human Resources,1
478,19520,12,Excellent,4,4,Yes,Software,1,Female,198,Laboratory Technician,1
479,19531,16,Poor,1,11,No,Human Resources,1,Female,110,Sales Representative,0
480,23124,4,Poor,1,3,Yes,Research & Development,1,Male,113,Human Resources,1
481,19561,22,Poor,1,7,Yes,Software,1,Male,106,Human Resources,1
482,24472,13,Good,3,1,Yes,Support,1,Female,200,Research Scientist,1
483,9273,13,Poor,1,5,Yes,Software,1,Female,50,Healthcare Representative,1
484,45884,2,Good,3,1,No,Software,1,Male,102,Manager,0
485,13926,16,Good,3,7,Yes,Sales,1,Male,134,Manufacturing Director,1
486,47900,23,Excellent,4,8,Yes,Software,1,Male,194,Healthcare Representative,1
487,22991,34,Moderate,2,10,Yes,Support,1,Female,63,Human Resources,1
488,44009,1,Moderate,2,1,No,Software,1,Female,181,Laboratory Technician,0
489,44619,17,Excellent,4,5,Yes,Software,1,Female,47,Sales Executive,1
490,46027,4,Moderate,2,2,Yes,Software,1,Male,155,Manufacturing Director,1
491,41554,1,Good,3,1,No,Hardware,1,Male,74,Healthcare Representative,0
492,7341,17,Poor,1,1,No,Hardware,1,Male,196,Manufacturing Director,0
493,9428,30,Moderate,2,20,No,Research & Development,1,Female,52,Manufacturing Director,0
494,43679,2,Poor,1,2,No,Hardware,1,Male,116,Laboratory Technician,0
495,20879,32,Moderate,2,1,No,Human Resources,1,Female,152,Manager,0
496,23620,4,Poor,1,2,No,Sales,1,Female,134,Human Resources,0
497,21424,2,Good,3,2,No,Software,1,Female,73,Research Scientist,0
498,33505,10,Good,3,1,No,Support,1,Male,53,Research Scientist,0
499,25527,11,Poor,1,6,Yes,Software,1,Female,94,Developer,1
500,33957,2,Good,3,2,No,Support,1,Female,39,Healthcare Representative,0
501,23803,9,Good,3,1,No,Hardware,1,Female,124,Healthcare Representative,0
502,37692,35,Poor,1,12,Yes,Research & Development,1,Female,159,Manager,1
503,24792,39,Good,3,8,Yes,Hardware,1,Male,72,Sales Executive,1
504,50800,9,Moderate,2,4,Yes,Support,1,Female,134,Sales Representative,1
505,17235,17,Poor,1,3,Yes,Sales,1,Female,35,Research Scientist,1
506,32192,19,Good,3,7,No,Hardware,1,Male,144,Human Resources,0
507,1303,26,Poor,1,1,No,Support,1,Male,129,Manager,0
508,38403,25,Moderate,2,3,Yes,Software,1,Male,139,Manager,1
509,49703,21,Excellent,4,1,Yes,Research & Development,1,Male,85,Manufacturing Director,1
510,33430,8,Excellent,4,8,No,Sales,1,Female,101,Research Director,0
511,22108,4,Moderate,2,1,No,Sales,1,Male,57,Research Director,0
512,5797,28,Moderate,2,9,No,Support,1,Male,163,Developer,0
513,18846,16,Good,3,2,Yes,Human Resources,1,Female,127,Developer,1
514,47533,9,Poor,1,2,No,Hardware,1,Female,56,Laboratory Technician,0
515,22277,17,Good,3,7,No,Support,1,Male,179,Manager,0
516,12256,36,Poor,1,3,No,Hardware,1,Male,102,Human Resources,0
517,36809,40,Poor,1,8,No,Sales,1,Male,140,Human Resources,0
518,32041,22,Excellent,4,1,No,Support,1,Female,75,Manufacturing Director,0
519,50987,17,Excellent,4,1,No,Support,1,Male,110,Sales Executive,0
520,35267,24,Moderate,2,6,No,Sales,1,Male,110,Human Resources,0
521,7579,7,Moderate,2,5,Yes,Research & Development,1,Male,119,Healthcare Representative,1
522,20129,2,Good,3,1,Yes,Human Resources,1,Male,67,Sales Representative,1
523,30122,8,Good,3,1,No,Support,1,Female,141,Sales Executive,0
524,50999,8,Poor,1,2,Yes,Sales,1,Male,80,Sales Representative,1
525,16836,6,Excellent,4,2,Yes,Software,1,Male,200,Sales Representative,1
526,7328,20,Moderate,2,1,Yes,Research & Development,1,Female,144,Human Resources,1
527,25367,8,Excellent,4,2,Yes,Hardware,1,Male,85,Manufacturing Director,1
528,27272,16,Excellent,4,2,No,Support,1,Female,199,Healthcare Representative,0
529,34289,36,Moderate,2,1,Yes,Software,1,Male,125,Developer,1
530,50737,11,Good,3,1,Yes,Hardware,1,Female,172,Manager,1
531,29796,11,Poor,1,6,No,Human Resources,1,Female,62,Research Director,0
532,29022,37,Good,3,10,Yes,Sales,1,Male,174,Manufacturing Director,1
533,28528,5,Poor,1,1,Yes,Human Resources,1,Female,134,Research Director,1
534,30750,39,Moderate,2,4,No,Software,1,Female,42,Sales Executive,0
535,9972,8,Moderate,2,3,No,Support,1,Female,117,Research Director,0
536,36278,13,Excellent,4,2,Yes,Research & Development,1,Female,45,Sales Executive,1
537,44362,4,Good,3,1,No,Sales,1,Male,177,Developer,0
538,25270,18,Poor,1,1,Yes,Hardware,1,Female,164,Developer,1
539,14536,11,Moderate,2,1,Yes,Support,1,Female,59,Sales Executive,1
540,24621,4,Excellent,4,1,No,Human Resources,1,Male,178,Research Scientist,0
541,42663,7,Excellent,4,1,Yes,Support,1,Female,30,Developer,1
542,46426,38,Poor,1,1,Yes,Software,1,Male,113,Research Director,1
543,45304,10,Poor,1,4,No,Hardware,1,Male,195,Sales Representative,0
544,8161,40,Good,3,2,Yes,Research & Development,1,Male,112,Research Director,1
545,2714,6,Good,3,2,Yes,Research & Development,1,Female,138,Sales Representative,1
546,39796,30,Poor,1,2,No,Hardware,1,Female,63,Laboratory Technician,0
547,40859,22,Excellent,4,7,Yes,Software,1,Male,56,Laboratory Technician,1
548,44998,30,Moderate,2,6,Yes,Support,1,Female,178,Sales Executive,1
549,37048,9,Excellent,4,2,No,Hardware,1,Male,105,Manager,0
550,46125,31,Moderate,2,6,No,Support,1,Male,32,Developer,0
551,22647,26,Poor,1,9,No,Hardware,1,Male,73,Research Scientist,0
552,5200,32,Excellent,4,1,Yes,Research & Development,1,Female,87,Sales Representative,1
553,18794,35,Good,3,5,No,Hardware,1,Female,131,Sales Executive,0
554,25542,25,Excellent,4,11,Yes,Human Resources,1,Female,33,Research Scientist,1
555,3566,30,Poor,1,4,Yes,Software,1,Male,45,Developer,1
556,1262,22,Excellent,4,5,Yes,Support,1,Male,123,Healthcare Representative,1
557,21521,13,Excellent,4,2,Yes,Hardware,1,Female,107,Manager,1
558,44279,32,Excellent,4,11,Yes,Research & Development,1,Male,86,Research Director,1
559,9066,28,Poor,1,5,Yes,Hardware,1,Female,46,Manager,1
560,31082,21,Good,3,3,No,Software,1,Male,160,Laboratory Technician,0
561,21581,39,Good,3,4,No,Human Resources,1,Female,110,Sales Executive,0
562,23890,8,Poor,1,7,No,Software,1,Female,119,Human Resources,0
563,10738,9,Excellent,4,4,Yes,Software,1,Male,172,Developer,1
564,33426,8,Good,3,3,No,Research & Development,1,Male,82,Developer,0
565,12953,8,Excellent,4,4,Yes,Software,1,Female,90,Laboratory Technician,1
566,2971,32,Good,3,1,No,Software,1,Female,62,Manager,0
567,22410,11,Poor,1,5,Yes,Human Resources,1,Female,172,Research Director,1
568,5899,28,Excellent,4,22,No,Human Resources,1,Male,86,Manager,0
569,34587,20,Good,3,8,No,Support,1,Female,117,Manufacturing Director,0
570,11377,31,Good,3,1,Yes,Software,1,Male,170,Developer,1
571,8738,28,Poor,1,8,No,Human Resources,1,Male,134,Healthcare Representative,0
572,35412,40,Excellent,4,1,Yes,Human Resources,1,Male,160,Manager,1
573,10246,27,Excellent,4,1,No,Research & Development,1,Female,150,Human Resources,0
574,6943,22,Good,3,5,Yes,Sales,1,Female,187,Research Director,1
575,6304,8,Moderate,2,2,No,Software,1,Female,196,Human Resources,0
576,41152,10,Good,3,2,No,Sales,1,Female,127,Developer,0
577,50852,17,Poor,1,3,No,Human Resources,1,Male,197,Healthcare Representative,0
578,24698,16,Moderate,2,4,No,Human Resources,1,Male,88,Research Scientist,0
579,7208,22,Moderate,2,3,No,Hardware,1,Female,125,Manufacturing Director,0
580,30048,14,Good,3,8,Yes,Research & Development,1,Male,67,Healthcare Representative,1
581,19331,8,Excellent,4,4,Yes,Research & Development,1,Female,173,Research Director,1
582,38591,8,Moderate,2,1,Yes,Support,1,Male,189,Human Resources,1
583,5159,35,Good,3,3,Yes,Software,1,Male,139,Human Resources,1
584,14744,35,Good,3,24,No,Software,1,Female,106,Manager,0
585,7951,5,Moderate,2,2,Yes,Hardware,1,Male,141,Research Director,1
586,35704,13,Excellent,4,1,No,Hardware,1,Male,89,Sales Executive,0
587,4073,19,Poor,1,1,No,Software,1,Male,60,Laboratory Technician,0
588,44066,7,Good,3,4,No,Human Resources,1,Male,64,Laboratory Technician,0
589,28172,17,Moderate,2,3,Yes,Human Resources,1,Female,90,Manufacturing Director,1
590,2971,37,Poor,1,16,No,Human Resources,1,Female,66,Manager,0
591,39165,27,Poor,1,4,Yes,Sales,1,Male,49,Research Director,1
592,45988,27,Poor,1,1,Yes,Hardware,1,Male,183,Human Resources,1
593,12987,34,Good,3,6,Yes,Software,1,Female,86,Laboratory Technician,1
594,26401,18,Moderate,2,5,No,Human Resources,1,Male,103,Research Scientist,0
595,10540,39,Good,3,5,No,Human Resources,1,Female,182,Sales Representative,0
596,33105,22,Poor,1,4,No,Sales,1,Male,186,Manufacturing Director,0
597,31765,23,Excellent,4,13,No,Support,1,Female,136,Manufacturing Director,0
598,2792,13,Good,3,5,Yes,Hardware,1,Female,172,Research Director,1
599,29293,20,Excellent,4,2,Yes,Software,1,Female,82,Healthcare Representative,1
600,20601,21,Good,3,3,Yes,Software,1,Female,81,Sales Executive,1
601,17597,9,Excellent,4,2,No,Human Resources,1,Female,84,Research Scientist,0
602,13952,38,Excellent,4,8,Yes,Sales,1,Male,30,Sales Representative,1
603,26096,29,Poor,1,7,Yes,Human Resources,1,Female,114,Sales Representative,1
604,6713,2,Good,3,1,No,Support,1,Female,165,Research Scientist,0
605,7137,4,Excellent,4,3,No,Support,1,Male,75,Research Scientist,0
606,13419,37,Good,3,4,Yes,Software,1,Female,103,Healthcare Representative,1
607,22297,12,Good,3,8,Yes,Human Resources,1,Male,77,Research Director,1
608,15707,25,Good,3,1,No,Sales,1,Female,200,Healthcare Representative,0
609,42948,32,Excellent,4,13,Yes,Hardware,1,Female,191,Research Scientist,1
610,25677,25,Good,3,3,Yes,Human Resources,1,Female,169,Sales Executive,1
611,13510,10,Excellent,4,3,No,Support,1,Male,145,Human Resources,0
612,3342,16,Good,3,3,Yes,Hardware,1,Female,192,Manager,1
613,38344,40,Excellent,4,23,Yes,Software,1,Male,146,Sales Representative,1
614,7876,31,Poor,1,14,No,Software,1,Male,154,Sales Representative,0
615,15711,19,Excellent,4,3,Yes,Research & Development,1,Male,153,Manager,1
616,24838,1,Moderate,2,1,No,Software,1,Male,162,Manufacturing Director,0
617,4737,20,Good,3,2,No,Human Resources,1,Male,38,Sales Executive,0
618,24051,23,Moderate,2,2,Yes,Support,1,Female,104,Laboratory Technician,1
619,23830,11,Poor,1,5,Yes,Sales,1,Male,116,Human Resources,1
620,15348,34,Poor,1,4,No,Hardware,1,Male,152,Manufacturing Director,0
621,41476,19,Poor,1,1,Yes,Support,1,Female,122,Manufacturing Director,1
622,31841,33,Poor,1,5,Yes,Software,1,Male,35,Human Resources,1
623,32849,19,Good,3,1,Yes,Sales,1,Female,111,Manager,1
624,32928,4,Good,3,3,No,Support,1,Male,92,Laboratory Technician,0
625,38194,5,Excellent,4,3,No,Support,1,Male,113,Laboratory Technician,0
626,31707,21,Poor,1,3,Yes,Hardware,1,Male,161,Healthcare Representative,1
627,21390,14,Moderate,2,2,Yes,Software,1,Female,195,Human Resources,1
628,13998,29,Moderate,2,2,Yes,Hardware,1,Female,52,Sales Executive,1
629,39652,14,Good,3,1,No,Support,1,Male,73,Laboratory Technician,0
